Type,Name,File,Feature,Tested,StaticChecked,RuntimeChecked,Status,FindingIDs,Notes
API,POST /api/ai/vision,api/ai/vision.js,AI-фото,нет,да,нет,🚨 ISSUE FOUND,"SEC-001,SEC-007","Проверено: метод, аутентификация, авторизация, валидация, лимиты, утечка ошибок."
API,POST /api/stripe/checkout,api/stripe/checkout.js,оплата,нет,да,нет,✅ AUDITED,,"Проверено: метод, аутентификация, авторизация, валидация, лимиты, утечка ошибок."
API,POST /api/stripe/portal,api/stripe/portal.js,управление подпиской,нет,да,нет,✅ AUDITED,,"Проверено: метод, аутентификация, авторизация, валидация, лимиты, утечка ошибок."
API,POST /api/stripe/webhook,api/stripe/webhook.js,события Stripe,частично,да,нет,🚨 ISSUE FOUND,"SEC-002,SEC-004","Проверено: метод, аутентификация, авторизация, валидация, лимиты, утечка ошибок."
API,POST /api/telegram/webhook,api/telegram/webhook.js,модерация,нет,да,нет,✅ AUDITED,,"Проверено: метод, аутентификация, авторизация, валидация, лимиты, утечка ошибок."
API,POST /api/support,api/support.js,поддержка,нет,да,нет,✅ AUDITED,,"Проверено: метод, аутентификация, авторизация, валидация, лимиты, утечка ошибок."
API,POST /api/feedback,api/feedback.js,обратная связь,нет,да,нет,🚨 ISSUE FOUND,"SEC-003,CFG-001","Проверено: метод, аутентификация, авторизация, валидация, лимиты, утечка ошибок."
RPC/функция,accept_conversation_request,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,accept_follow_request,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,accept_message_request,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,add_conversation_members,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,admin_subscriptions_apply,supabase/setup_all.sql,внутренняя,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,ai_usage_add,supabase/setup_all.sql,доступна authenticated,нет,да,нет,🚨 ISSUE FOUND,SEC-001,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,apply_block,supabase/setup_all.sql,внутренняя,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,block_user,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,can_invite_to_group,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,can_message,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,can_see_activity,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,can_view_diary,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,can_view_post,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,can_view_profile_content,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,challenge_board,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,claim_username,supabase/setup_all.sql,внутренняя,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,cleanup_comment_notification,supabase/setup_all.sql,внутренняя,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,cleanup_follow_request_notification,supabase/setup_all.sql,внутренняя,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,cleanup_friendship_notifications,supabase/setup_all.sql,внутренняя,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,cleanup_post_notifications,supabase/setup_all.sql,внутренняя,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,cleanup_post_reaction_notification,supabase/setup_all.sql,внутренняя,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,clear_conversation,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,conversation_info,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,conversation_media,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,conversation_member_list,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,conversation_role,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,conversation_state,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,create_group_conversation,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,decline_conversation_request,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,decline_follow_request,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,decline_message_request,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,delete_current_user,supabase/setup_all.sql,доступна authenticated,нет,да,нет,🚨 ISSUE FOUND,PRIV-002,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,delete_message_for_me,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,direct_conversation,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,ensure_public_id,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,find_user_by_public_id,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,find_user_by_username,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,follow_request_count,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,follow_user,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,follows_user,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,forward_message,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,friend_briefs,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,friend_state,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,generate_public_id,supabase/setup_all.sql,внутренняя,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,get_last_seen,supabase/setup_all.sql,доступна authenticated,нет,да,нет,🚨 ISSUE FOUND,DB-002,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,get_message_permission,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,get_relationship,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,guard_app_state_update,supabase/setup_all.sql,внутренняя,нет,да,нет,🚨 ISSUE FOUND,DB-002,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,guard_challenge_day,supabase/setup_all.sql,внутренняя,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,guard_conversation_member_update,supabase/setup_all.sql,внутренняя,нет,да,нет,🚨 ISSUE FOUND,DB-002,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,guard_message_update,supabase/setup_all.sql,внутренняя,нет,да,нет,🚨 ISSUE FOUND,DB-002,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,guard_notification_update,supabase/setup_all.sql,внутренняя,нет,да,нет,🚨 ISSUE FOUND,DB-002,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,guard_post_update,supabase/setup_all.sql,внутренняя,нет,да,нет,🚨 ISSUE FOUND,DB-002,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,guard_profile_update,supabase/setup_all.sql,внутренняя,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,handle_new_user,supabase/setup_all.sql,внутренняя,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,in_challenge,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,is_banned,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,is_blocked_between,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,is_close_friend,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,is_conversation_member,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,is_friend_with,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,is_private_account,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,is_restricted,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,issue_promo,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,leave_conversation,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,limit_follow_requests,supabase/setup_all.sql,внутренняя,нет,да,нет,🚨 ISSUE FOUND,DB-002,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,limit_follows,supabase/setup_all.sql,внутренняя,нет,да,нет,🚨 ISSUE FOUND,DB-002,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,limit_friend_requests,supabase/setup_all.sql,внутренняя,нет,да,нет,🚨 ISSUE FOUND,DB-002,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,limit_post_comments,supabase/setup_all.sql,внутренняя,нет,да,нет,🚨 ISSUE FOUND,DB-002,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,limit_post_reactions,supabase/setup_all.sql,внутренняя,нет,да,нет,🚨 ISSUE FOUND,DB-002,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,limit_posts,supabase/setup_all.sql,внутренняя,нет,да,нет,🚨 ISSUE FOUND,DB-002,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,limit_unaccepted_messages,supabase/setup_all.sql,внутренняя,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,list_conversation_messages,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,list_conversations,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,list_conversations_v2,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,list_feed,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,list_follow_requests,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,list_followers,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,list_following,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,list_friends,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,list_messages,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,list_notifications,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,list_post_comments,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,list_posts,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,list_relation,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,lock_follow_pair,supabase/setup_all.sql,внутренняя,нет,да,нет,🚨 ISSUE FOUND,DB-002,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,mark_all_notifications_read,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,mark_conversation_read,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,mark_media_viewed,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,mark_messages_read,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,mark_notification_read,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,my_ban,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,my_diary_visibility,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,my_privacy,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,normalize_public_id,supabase/setup_all.sql,доступна authenticated,нет,да,нет,🚨 ISSUE FOUND,DB-002,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,notify_on_follow,supabase/setup_all.sql,внутренняя,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,notify_on_follow_request,supabase/setup_all.sql,внутренняя,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,notify_on_friendship,supabase/setup_all.sql,внутренняя,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,notify_on_message,supabase/setup_all.sql,внутренняя,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,notify_on_post_comment,supabase/setup_all.sql,внутренняя,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,notify_on_post_reaction,supabase/setup_all.sql,внутренняя,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,pending_request_count,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,push_notification,supabase/setup_all.sql,внутренняя,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,read_receipts_visible,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,reconcile_friendship,supabase/setup_all.sql,внутренняя,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,redeem_promo,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,relationships_with,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,remove_conversation_member,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,remove_follower,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,rename_conversation,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,safe_uuid,supabase/setup_all.sql,внутренняя,нет,да,нет,🚨 ISSUE FOUND,DB-002,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,save_app_state,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,search_messages,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,search_users,supabase/setup_all.sql,доступна authenticated,нет,да,нет,🚨 ISSUE FOUND,UX-003,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,send_conversation_message,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,send_message,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,set_account_privacy,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,set_activity_visibility,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,set_close_friend,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,set_conversation_archived,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,set_conversation_muted,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,set_conversation_role,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,set_diary_access,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,set_diary_visibility,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,set_group_invites,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,set_message_policy,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,set_message_reaction,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,set_read_receipts,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,set_requester_name,supabase/setup_all.sql,внутренняя,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,set_restricted,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,set_user_mute,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,set_username,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,slugify_username,supabase/setup_all.sql,внутренняя,нет,да,нет,🚨 ISSUE FOUND,DB-002,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,support_next_allowed_at,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,sync_friendship_from_follows,supabase/setup_all.sql,внутренняя,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,sync_profile_from_state,supabase/setup_all.sql,внутренняя,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,toggle_message_reaction,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,toggle_post_reaction,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,touch_last_seen,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,unblock_user,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,unfollow_user,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,unread_notification_count,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,unread_totals,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,unsend_message,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,user_brief,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,user_cards,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,user_profile,supabase/setup_all.sql,доступна authenticated,нет,да,нет,✅ AUDITED,,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
RPC/функция,visible_diary,supabase/setup_all.sql,доступна authenticated,нет,да,нет,🚨 ISSUE FOUND,DB-001,"Проверено: security definer, search_path, auth.uid(), проверка прав, гранты."
Таблица,ai_usage,supabase/setup_all.sql,RLS включён,нет,да,нет,🚨 ISSUE FOUND,SEC-001,"RLS включён; политики разобраны."
Таблица,app_state,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Таблица,bans,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Таблица,blocks,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Таблица,challenge_days,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Таблица,challenge_members,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Таблица,challenges,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Таблица,close_friends,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Таблица,coach_links,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Таблица,coaches,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
Таблица,conversation_members,supabase/setup_all.sql,RLS включён,нет,да,нет,✅ AUDITED,,"RLS включён; политики разобраны."
